epoch;accuracy;loss;val_accuracy;val_loss
0;0.20269998908042908;2.3385651111602783;0.14669999480247498;3.250053882598877
1;0.309939980506897;1.8589558601379395;0.18289999663829803;2.6548759937286377
2;0.38307997584342957;1.6701195240020752;0.32600000500679016;2.010751485824585
3;0.4393799901008606;1.5223870277404785;0.3441999852657318;1.9800177812576294
4;0.4927399754524231;1.3864986896514893;0.4089999794960022;1.7654120922088623
5;0.5438199639320374;1.2571748495101929;0.4283999800682068;2.2566938400268555
6;0.5863400101661682;1.151931643486023;0.5595999956130981;1.3539083003997803
7;0.619219958782196;1.062820553779602;0.5572999715805054;1.3213210105895996
8;0.6498599648475647;0.9820123910903931;0.5911999940872192;1.230642557144165
9;0.6795799732208252;0.9022736549377441;0.5703999996185303;1.3493202924728394
10;0.7053999900817871;0.8404780030250549;0.578000009059906;1.3147538900375366
11;0.7292999625205994;0.773491621017456;0.676099956035614;1.0304194688796997
12;0.7469199895858765;0.7258666157722473;0.6298999786376953;1.1828290224075317
13;0.7657399773597717;0.6728719472885132;0.7161999940872192;0.9374616146087646
14;0.780239999294281;0.6275561451911926;0.7102999687194824;1.0147910118103027
15;0.7973200082778931;0.5854483246803284;0.7105000019073486;0.9638967514038086
16;0.8085599541664124;0.5480453968048096;0.7336999773979187;0.913374125957489
17;0.8217200040817261;0.5128732919692993;0.7333999872207642;0.9180483222007751
18;0.8345399498939514;0.47707509994506836;0.7405999898910522;1.0687487125396729
19;0.8429399728775024;0.45127829909324646;0.7529000043869019;0.8640891313552856
20;0.8526999950408936;0.42415252327919006;0.7396000027656555;1.043364405632019
21;0.8608799576759338;0.3972819149494171;0.7437999844551086;1.1831907033920288
22;0.8681599497795105;0.37840577960014343;0.7608000040054321;1.0056222677230835
23;0.8758999705314636;0.35691165924072266;0.7688999772071838;0.98508620262146
24;0.8841999769210815;0.33684277534484863;0.7651999592781067;1.0581172704696655
25;0.8909599781036377;0.31243303418159485;0.7687000036239624;1.031048059463501
26;0.8988199830055237;0.2929147481918335;0.7756999731063843;1.004351019859314
27;0.9019999504089355;0.28182917833328247;0.7759000062942505;0.9541426301002502
28;0.9081199765205383;0.2684675455093384;0.7698999643325806;1.067672610282898
29;0.91211998462677;0.25748297572135925;0.7667999863624573;1.0756504535675049
30;0.9166799783706665;0.2434980273246765;0.7626000046730042;1.0896495580673218
31;0.9194799661636353;0.2325427234172821;0.7766000032424927;1.1660003662109375
32;0.9218999743461609;0.22624193131923676;0.7712999582290649;1.200662612915039
33;0.9243800044059753;0.21956825256347656;0.7690999507904053;1.12644362449646
34;0.9307199716567993;0.20593975484371185;0.7861999869346619;1.1803346872329712
35;0.9323399662971497;0.19927246868610382;0.776699960231781;1.3830865621566772
36;0.9342399835586548;0.19510319828987122;0.7791000008583069;1.2992624044418335
37;0.9369999766349792;0.18614615499973297;0.7919999957084656;1.1289035081863403
38;0.9384599924087524;0.18171755969524384;0.7694999575614929;1.3506118059158325
39;0.9408800005912781;0.17278067767620087;0.7849000096321106;1.200280785560608
40;0.9441199898719788;0.16930240392684937;0.7875999808311462;1.2980525493621826
41;0.9464399814605713;0.16321773827075958;0.7888999581336975;1.1874343156814575
42;0.9454399943351746;0.16177703440189362;0.7892999649047852;1.1930594444274902
43;0.9485599994659424;0.15367856621742249;0.7823999524116516;1.3634302616119385
44;0.9474799633026123;0.15887866914272308;0.7856000065803528;1.2305747270584106
45;0.9541599750518799;0.14054642617702484;0.7838000059127808;1.3150581121444702
46;0.9527999758720398;0.1406024992465973;0.7795999646186829;1.5029364824295044
47;0.9534199833869934;0.1396024227142334;0.780299961566925;1.4603180885314941
48;0.9540999531745911;0.13528244197368622;0.7879999876022339;1.3336840867996216
49;0.9544999599456787;0.135862797498703;0.7888999581336975;1.5359681844711304
