epoch;accuracy;loss;val_accuracy;val_loss
0;0.35624000430107117;1.9356344938278198;0.33730000257492065;1.9658567905426025
1;0.5579000115394592;1.2254602909088135;0.5139999985694885;1.429137110710144
2;0.6485999822616577;0.984298825263977;0.5083000063896179;1.4123711585998535
3;0.7085000276565552;0.8331382274627686;0.70169997215271;0.906167209148407
4;0.7542799711227417;0.7078201770782471;0.6976000070571899;0.9049865007400513
5;0.7881600260734558;0.6147655844688416;0.7075999975204468;0.8395928740501404
6;0.8101000189781189;0.5518515110015869;0.7317000031471252;0.8437685370445251
7;0.830560028553009;0.4993235468864441;0.7282000184059143;0.9088212847709656
8;0.8485999703407288;0.44622454047203064;0.7771000266075134;0.6712601780891418
9;0.8625800013542175;0.4062679409980774;0.8022000193595886;0.5962345004081726
10;0.8749399781227112;0.37006625533103943;0.784600019454956;0.6466695070266724
11;0.8842200040817261;0.3393672704696655;0.786899983882904;0.7574208378791809
12;0.8955000042915344;0.3077566921710968;0.8252000212669373;0.5462189316749573
13;0.9038800001144409;0.28171098232269287;0.8029999732971191;0.6063571572303772
14;0.9097999930381775;0.2635419964790344;0.8093000054359436;0.6291331648826599
15;0.9179400205612183;0.23822499811649323;0.8467000126838684;0.4893810451030731
16;0.9253600239753723;0.22230195999145508;0.8248000144958496;0.5683138966560364
17;0.9297000169754028;0.20523563027381897;0.8180999755859375;0.6031854748725891
18;0.9303799867630005;0.20315730571746826;0.7925999760627747;0.8555476665496826
19;0.9406200051307678;0.1773502081632614;0.8600999712944031;0.45931634306907654
20;0.9424600005149841;0.1686023771762848;0.8384000062942505;0.5372146368026733
21;0.9463599920272827;0.15655487775802612;0.8492000102996826;0.5656707882881165
22;0.9502599835395813;0.14742323756217957;0.8357999920845032;0.6957255601882935
23;0.9542199969291687;0.13673238456249237;0.8471999764442444;0.6655092239379883
24;0.9557200074195862;0.13158562779426575;0.8499000072479248;0.6246612668037415
25;0.9580600261688232;0.12448932975530624;0.8547000288963318;0.6104440093040466
26;0.9597799777984619;0.12188581377267838;0.8589000105857849;0.6160114407539368
27;0.9625200033187866;0.11360836774110794;0.8592000007629395;0.5731716156005859
28;0.9632999897003174;0.11143200844526291;0.8525000214576721;0.5708784461021423
29;0.9656599760055542;0.10295683890581131;0.8629999756813049;0.5556980967521667
30;0.9668400287628174;0.10141520202159882;0.8629000186920166;0.607128918170929
31;0.9683600068092346;0.09929122030735016;0.8496999740600586;0.7249263525009155
32;0.968779981136322;0.09520607441663742;0.8529000282287598;0.6228947043418884
33;0.9691200256347656;0.09504996240139008;0.8497999906539917;0.6609786152839661
34;0.9700800180435181;0.09104935824871063;0.8651999831199646;0.6945244073867798
35;0.9722800254821777;0.08378903567790985;0.8501999974250793;0.7211529016494751
36;0.9726799726486206;0.0834614634513855;0.8691999912261963;0.6518986225128174
37;0.9746400117874146;0.07983216643333435;0.8529999852180481;0.7017732262611389
38;0.9736599922180176;0.08055786788463593;0.8593000173568726;0.6703308820724487
39;0.975380003452301;0.07654442638158798;0.8575000166893005;0.7160602807998657
40;0.9757800102233887;0.0778774619102478;0.8763999938964844;0.5681294202804565
41;0.9752399921417236;0.07654516398906708;0.8561999797821045;0.6131951808929443
42;0.9776600003242493;0.07056262344121933;0.8672999739646912;0.7000568509101868
43;0.9782800078392029;0.06710286438465118;0.8424999713897705;1.0499101877212524
44;0.976140022277832;0.07573206722736359;0.8586999773979187;0.6417303681373596
45;0.9787600040435791;0.0683211013674736;0.8618000149726868;0.6635429263114929
46;0.9782000184059143;0.06791995465755463;0.871999979019165;0.6230864524841309
47;0.9795600175857544;0.06474968045949936;0.8544999957084656;0.8230692148208618
48;0.980180025100708;0.06482572853565216;0.85589998960495;0.750323474407196
49;0.9804999828338623;0.06296421587467194;0.8468999862670898;0.8227552771568298
