epoch;accuracy;loss;val_accuracy;val_loss
0;0.20374000072479248;2.1294610500335693;0.3131999969482422;1.8182823657989502
1;0.3018999993801117;1.7739454507827759;0.38420000672340393;1.698582649230957
2;0.40884000062942505;1.5510437488555908;0.4699999988079071;1.4875191450119019
3;0.5033000111579895;1.3544639348983765;0.4860000014305115;1.5264371633529663
4;0.573360025882721;1.1891038417816162;0.5817000269889832;1.185451626777649
5;0.6414999961853027;1.0270812511444092;0.5317999720573425;1.4683420658111572
6;0.6993600130081177;0.878380537033081;0.6201000213623047;1.1203126907348633
7;0.7486600279808044;0.7444499135017395;0.5889999866485596;1.2538703680038452
8;0.7874600291252136;0.6302284598350525;0.7156999707221985;0.8822362422943115
9;0.8231800198554993;0.5233305096626282;0.6229000091552734;1.444297432899475
10;0.8562800288200378;0.4253346025943756;0.6938999891281128;1.048722267150879
11;0.8833400011062622;0.34506386518478394;0.7149999737739563;1.0608115196228027
12;0.9028000235557556;0.28676286339759827;0.7466999888420105;1.0221705436706543
13;0.9270600080490112;0.2183612883090973;0.6869000196456909;1.3003185987472534
14;0.9394599795341492;0.17926259338855743;0.7204999923706055;1.3646498918533325
15;0.9506199955940247;0.15340164303779602;0.7335000038146973;1.3503977060317993
16;0.9585000276565552;0.1273433119058609;0.7294999957084656;1.309488296508789
17;0.9643200039863586;0.10894989967346191;0.7307999730110168;1.4144413471221924
18;0.9667999744415283;0.10185666382312775;0.7296000123023987;1.4473217725753784
19;0.9695600271224976;0.09143156558275223;0.7468000054359436;1.279603362083435
20;0.9726200103759766;0.08613990992307663;0.703000009059906;1.6972099542617798
21;0.9764000177383423;0.07562331855297089;0.7495999932289124;1.3623994588851929
22;0.9783400297164917;0.06748954951763153;0.7156000137329102;1.8911738395690918
23;0.9763000011444092;0.07415857166051865;0.7544000148773193;1.3439714908599854
24;0.979200005531311;0.06624114513397217;0.7174000144004822;1.4793299436569214
25;0.9826800227165222;0.05492575094103813;0.7347999811172485;1.663305640220642
26;0.984279990196228;0.04933680221438408;0.7483000159263611;1.4043560028076172
27;0.9834799766540527;0.05092662572860718;0.7623999714851379;1.4820252656936646
28;0.9843999743461609;0.048262953758239746;0.7389000058174133;1.4602479934692383
29;0.982420027256012;0.05531638115644455;0.739300012588501;1.4818673133850098
30;0.9850800037384033;0.0482407808303833;0.7452999949455261;1.5568594932556152
31;0.9876199960708618;0.03921869024634361;0.7576000094413757;1.4233325719833374
32;0.985759973526001;0.045381635427474976;0.7594000101089478;1.4872406721115112
33;0.9879800081253052;0.03834157809615135;0.7210999727249146;2.075704574584961
34;0.9870799779891968;0.043262410908937454;0.7544999718666077;1.6012684106826782
35;0.9864000082015991;0.04377380758523941;0.7505999803543091;1.62236487865448
36;0.9889799952507019;0.03489226475358009;0.7642999887466431;1.4948880672454834
37;0.9887599945068359;0.037887610495090485;0.7404000163078308;1.5464211702346802
38;0.988099992275238;0.03880428895354271;0.7526000142097473;1.607155442237854
39;0.9896600246429443;0.03330451622605324;0.7652999758720398;1.4669197797775269
40;0.9882799983024597;0.03771775960922241;0.7408999800682068;1.8794174194335938
41;0.9901800155639648;0.03316494822502136;0.7684000134468079;1.4436408281326294
42;0.9916800260543823;0.02642248198390007;0.7598999738693237;1.6365537643432617
43;0.9896399974822998;0.031355489045381546;0.739799976348877;1.7787244319915771
44;0.9898399710655212;0.03175351396203041;0.7645999789237976;1.5267561674118042
45;0.9912800192832947;0.029558047652244568;0.7603999972343445;1.5138182640075684
46;0.9906600117683411;0.029056498780846596;0.7576000094413757;1.6410123109817505
47;0.991379976272583;0.028436826542019844;0.7609000205993652;1.6057450771331787
48;0.9904199838638306;0.03170428052544594;0.7685999870300293;1.5145642757415771
49;0.9929999709129333;0.021342357620596886;0.7713000178337097;1.5648987293243408
