epoch;accuracy;loss;val_accuracy;val_loss
0;0.3176000118255615;2.006967782974243;0.2393999993801117;3.261615514755249
0;0.34299999475479126;1.9178823232650757;0.25200000405311584;2.9569530487060547
1;0.47071999311447144;1.290272831916809;0.30379998683929443;1.6642249822616577
2;0.5373200178146362;1.1263903379440308;0.38839998841285706;1.520139455795288
3;0.5860000252723694;1.0201098918914795;0.4690000116825104;1.2579699754714966
4;0.6178399920463562;0.9401231408119202;0.48660001158714294;1.1481518745422363
5;0.6463599801063538;0.8805727362632751;0.5052000284194946;1.185682773590088
6;0.6696400046348572;0.8237918019294739;0.5968000292778015;1.0477951765060425
7;0.6905199885368347;0.7802608609199524;0.5938000082969666;1.0771087408065796
8;0.7155600190162659;0.7211925983428955;0.5885999798774719;1.0989258289337158
9;0.7369999885559082;0.679223895072937;0.6093999743461609;0.9580990076065063
10;0.7508000135421753;0.6329977512359619;0.6367999911308289;0.937865138053894
11;0.7677599787712097;0.6051324009895325;0.5587999820709229;1.1485346555709839
12;0.7856400012969971;0.5651701092720032;0.6119999885559082;1.1359241008758545
13;0.7966799736022949;0.5320544242858887;0.6687999963760376;0.8452339768409729
14;0.8125200271606445;0.4966873824596405;0.6574000120162964;0.9016429781913757
15;0.8252800107002258;0.4657285809516907;0.5740000009536743;1.1781779527664185
16;0.8347600102424622;0.43988168239593506;0.5619999766349792;1.4426342248916626
17;0.8454800248146057;0.4136514365673065;0.6547999978065491;0.9416360259056091
18;0.858519971370697;0.3857623040676117;0.6863999962806702;0.911323070526123
19;0.8686000108718872;0.3535345196723938;0.699999988079071;0.8594226837158203
20;0.874239981174469;0.335989385843277;0.6891999840736389;0.87601238489151
21;0.88264000415802;0.31622958183288574;0.6624000072479248;1.138367772102356
22;0.8903999924659729;0.2927817702293396;0.6818000078201294;1.0959540605545044
23;0.8995599746704102;0.2757256329059601;0.7099999785423279;0.9817959666252136
24;0.9066399931907654;0.25568532943725586;0.7049999833106995;1.0225715637207031
25;0.9105200171470642;0.24571608006954193;0.6877999901771545;1.1464769840240479
26;0.9187999963760376;0.2252926230430603;0.6844000220298767;1.1783320903778076
27;0.9204400181770325;0.21853238344192505;0.7354000210762024;0.9596433639526367
28;0.9299200177192688;0.195988729596138;0.6277999877929688;1.7074888944625854
29;0.9332799911499023;0.18470792472362518;0.6651999950408936;1.1954731941223145
30;0.9376400113105774;0.17640040814876556;0.6425999999046326;1.6743717193603516
31;0.9351199865341187;0.17874158918857574;0.6416000127792358;1.7960388660430908
32;0.9413999915122986;0.16638459265232086;0.7020000219345093;1.2119144201278687
33;0.946399986743927;0.14915141463279724;0.6937999725341797;1.4523370265960693
34;0.9487599730491638;0.1491192877292633;0.6790000200271606;1.4295562505722046
35;0.9501199722290039;0.14121371507644653;0.7131999731063843;1.0297319889068604
36;0.953279972076416;0.13037721812725067;0.722000002861023;1.016619086265564
37;0.9544399976730347;0.1333475559949875;0.6711999773979187;1.5614222288131714
38;0.9541199803352356;0.12931287288665771;0.7373999953269958;1.0126230716705322
39;0.9569200277328491;0.1232391819357872;0.6850000023841858;1.3078597784042358
40;0.9588800072669983;0.11983096599578857;0.751800000667572;1.0612035989761353
41;0.9567599892616272;0.11940431594848633;0.7166000008583069;1.0677146911621094
42;0.9601200222969055;0.11563458293676376;0.6723999977111816;1.3973647356033325
43;0.9625200033187866;0.11098498106002808;0.70660001039505;1.5559678077697754
44;0.965399980545044;0.10009262710809708;0.7369999885559082;1.2312194108963013
45;0.9633600115776062;0.10030224919319153;0.6940000057220459;1.5704728364944458
46;0.9643599987030029;0.10522665083408356;0.73580002784729;0.988640546798706
47;0.9648799896240234;0.10101613402366638;0.7024000287055969;1.6700941324234009
48;0.9673200249671936;0.0938030555844307;0.7383999824523926;1.1436407566070557
49;0.9670400023460388;0.09239305555820465;0.7174000144004822;1.086877465248108
